NOME	REGIME	ANO	NÚMERO	CURSO
Yago Oliveira	dirigente associativo	3	3995	EM
Miguel Moraes	normal	3	4838	EC
Sophie da Mata	normal	1	4559	MKT
Camila da Mota	normal	2	5777	EI
Vitoria Fernandes	normal	2	5508	EM
Maria Alice Freitas	normal	2	5420	CONT
Milena Melo	normal	1	5410	MKT
Isadora Costa	normal	2	3648	CONT
Enzo Novaes	normal	1	4460	EI
Luna Nogueira	normal	2	4527	EE
Lavinia Pereira	normal	3	3841	EE
Henrique Nogueira	normal	1	5675	GI
Bruno Ramos	normal	3	3775	GE
Beatriz Lopes	normal	1	5533	GI
Valentina Ferreira	normal	1	4256	MKT
Laura Dias	normal	2	4544	GE
Juliana Ramos	atleta	2	3793	CONT
Rebeca Monteiro	atleta	2	3088	CONT
Andre Cunha	atleta	2	4803	MKT
Enrico Peixoto	atleta	1	3384	EE
Igor Pinto	atleta	2	4509	GE
Davi Lucca Cavalcanti	normal	2	4192	TDM
Sarah Barros	normal	3	4045	CONT
Danilo Barbosa	normal	1	3161	EM
Juan Lima	dirigente associativo	2	3439	EA
Joao Barros	normal	2	3397	MKT
Helena Freitas	normal	3	4177	TDM
Alexandre Pires	normal	1	4805	CONT
Evelyn Nascimento	normal	1	3695	TDMO
Paulo Silva	normal	1	4694	EM
Raul Goncalves	normal	2	5895	EM
Sarah Costa	normal	3	5059	TDM
Ana Vitoria Correia	normal	1	3561	CONT
Barbara Barros	normal	3	5368	EE
Ana Beatriz Castro	normal	1	3883	TDMO
Mariana das Neves	normal	2	5811	GI
Marcos Vinicius Sales	normal	3	5806	EM
Lara Novaes	normal	3	5543	CONT
Fernando Oliveira	normal	2	3331	MKT
Maite Gomes	normal	3	4595	EM
Noah da Rosa	normal	1	5648	GI
Larissa da Mota	normal	3	5596	EC
Emanuella Araujo	normal	2	4809	GE
Pietra Souza	normal	2	4941	TDM
Nicolas Pereira	normal	1	4443	TDMO
Maria Clara Rodrigues	normal	2	4029	MKT
Joao Pedro Moreira	normal	2	3397	EC
Luiz Otavio Duarte	normal	1	5303	GI
Lara Oliveira	normal	1	5766	TDMO
Maria Vitoria Araujo	normal	1	4509	GE
Nathan Oliveira	normal	1	5901	GI
Heloisa Santos	normal	3	4601	GE
Andre Ferreira	normal	3	5729	MKT
Bruno Porto	normal	1	4668	EI
Clara Carvalho	normal	3	3956	CONT
Bernardo Carvalho	normal	2	5922	EE
Levi Martins	normal	3	4056	TUR
Bruna Dias	normal	3	5972	MKT
Camila Fogaca	normal	2	4570	EC
Pietro Jesus	normal	2	4932	TDMO
Kaique Jesus	dirigente associativo	2	4348	EI
Luiz Gustavo Cardoso	normal	1	3752	TDM
Caua Silva	normal	1	3340	GI
Nicolas Ribeiro	normal	2	3891	TUR
Manuela da Conceicao	normal	3	4776	MKT
Carlos Eduardo Melo	normal	3	3462	TDM
Amanda Moreira	normal	1	3448	EM
Thales Rodrigues	normal	1	4011	GE
Diego Ferreira	normal	1	5511	GI
Alicia da Cunha	atleta	3	5523	TDMO
Rafael Araujo	atleta	2	3720	TDM
Benicio Lima	atleta	1	5287	CONT
Vinicius Rodrigues	atleta	3	4392	EC
Isaac Azevedo	atleta	3	5388	CONT
Ana Sophia Ribeiro	atleta	3	3745	MKT
Sophia Mendes	normal	3	4402	EE
Sabrina Alves	normal	2	3919	TDM
Igor Lima	normal	3	5525	GE
Murilo Barros	dirigente associativo	2	5089	GE
Isadora Moraes	normal	3	4653	MKT
Joao Vitor Cunha	normal	2	3939	GI
Raquel Rodrigues	normal	1	3493	TDMO
Davi Luiz da Rocha	normal	1	4464	EM
Ana Carolina da Luz	normal	3	4538	TUR
Bernardo Nogueira	normal	1	4631	EE
Ana Livia Monteiro	normal	3	3868	CONT
Maysa Cardoso	normal	2	4096	TUR
Thiago da Cruz	normal	3	5124	MKT
Renan Cavalcanti	normal	3	4818	TUR
Benjamin da Cunha	normal	1	3691	GE
Emanuella Oliveira	normal	1	3762	TDM
Isaac Novaes	normal	2	4551	TDM
Emilly Oliveira	normal	2	5103	TUR
Sofia Castro	normal	2	4071	CONT
Sophie das Neves	normal	2	4457	EC
Joao Barbosa	normal	3	5198	MKT
Marcos Vinicius Pires	normal	3	4408	MKT
Elisa Pereira	normal	3	3374	TDMO
Vitor Gabriel Almeida	normal	2	4197	TUR
Kevin da Cunha	normal	3	4260	EE
Caroline Cardoso	normal	2	5048	CONT
Gabriela Silveira	normal	2	3150	EA
Bernardo Peixoto	normal	1	4659	TDM
Nicole da Costa	normal	2	4569	GI
Erick Duarte	normal	1	5849	GI
Lucas Gabriel da Cruz	normal	3	4173	EI
Gabriel Carvalho	normal	3	5471	GE
Juliana Moreira	normal	3	4895	GI
Emanuel Farias	normal	3	3665	EI
Thales Jesus	normal	3	3913	GE
Andre Silva	normal	1	4178	GE
Danilo Moreira	normal	3	5020	EA
Luiz Gustavo da Luz	normal	1	4416	EM
Caue Cardoso	normal	3	4738	EM
Ian Teixeira	normal	1	4636	GI
Igor Mendes	normal	3	3977	CONT
Amanda Mendes	normal	3	3820	CONT
Caua Martins	normal	2	5727	EA
Joao Gabriel Ferreira	normal	2	3068	CONT
Luiza Ribeiro	normal	2	4449	GI

